supplier_item_name,ship_to_site_name,ship_from_site_name,state,exception_status,sum_Order_quantity,sum_Order Amount,sum_Open Order Amount,need_by_date,email
1200710,10183008,5300,Closed,On Time,1,0,0,"Monday, December 9, 2019",dinesh.ganta@gmail.com
1200710,10183008,5300,Closed,On Time,1,0,0,"Monday, February 3, 2020",casad.adm@gmail.com
1200710,10183237,5300,Closed,On Time,1,0,0,"Tuesday, October 22, 2019",adam.jill@gmail.com
1200710,10183238,5300,Closed,On Time,1,0,0,"Wednesday, October 9, 2019",dinesh.venkata@gmail.com
1200710,10183238,5300,Closed,On Time,1,0,0,"Tuesday, October 15, 2019",shimha.ganta@gmail.com
1200710,10183238,5300,Closed,On Time,1,0,0,"Thursday, November 14, 2019",king.lot@gmail.com
1200710,10183278,5300,Closed,On Time,1,0,0,"Wednesday, October 2, 2019",dinesh.ganta@gmail.com
1200710,10183278,5300,Closed,On Time,1,0,0,"Monday, October 14, 2019",jam.adm@gmail.com
1200710,10183576,5300,Closed,On Time,1,0,0,"Tuesday, December 3, 2019",adam.jill@gmail.com
1200710,10183580,5300,Closed,On Time,1,0,0,"Monday, October 14, 2019",dinesh.venkata@gmail.com
1200710,10183580,5300,Closed,On Time,1,0,0,"Monday, December 2, 2019",shimha.ganta@gmail.com
1200710,10183585,5300,Closed,On Time,1,0,0,"Thursday, December 5, 2019",king.lot@gmail.com
1200710,10183601,5300,Closed,On Time,1,0,0,"Monday, February 3, 2020",what.even@gmail.com
1200710,10183632,5300,Closed,On Time,1,0,0,"Monday, October 28, 2019",dinesh.ganta@gmail.com
1200710,10183644,5300,Closed,On Time,1,0,0,"Thursday, December 5, 2019",jam.adm@gmail.com
1200710,10183644,5300,Closed,On Time,1,0,0,"Tuesday, February 4, 2020",adam.jill@gmail.com
1200710,10183722,5300,Closed,On Time,1,0,0,"Thursday, December 5, 2019",dinesh.venkata@gmail.com
1200710,10183722,5300,Closed,On Time,1,0,0,"Monday, December 30, 2019",shimha.ganta@gmail.com
1200710,10183976,5300,Closed,On Time,1,0,0,"Wednesday, December 11, 2019",king.lot@gmail.com
1200710,10184428,5300,Closed,On Time,1,0,0,"Monday, February 3, 2020",what.even@gmail.com
1200710,10194423,5300,Closed,On Time,1,0,0,"Thursday, January 30, 2020",dinesh.ganta@gmail.com
1200710,10228700,5300,Closed,On Time,1,0,0,"Thursday, October 31, 2019",jam.adm@gmail.com
1200710,10228700,5300,Closed,On Time,1,0,0,"Wednesday, November 6, 2019",adam.jill@gmail.com
1200710,10626027,5300,Closed,On Time,1,0,0,"Thursday, October 10, 2019",dinesh.venkata@gmail.com
1200710,10626027,5300,Closed,On Time,1,0,0,"Thursday, January 30, 2020",shimha.ganta@gmail.com
1200710,10907760,5300,Closed,On Time,1,0,0,"Thursday, October 24, 2019",king.lot@gmail.com
1200710,10921111,5300,Closed,On Time,1,0,0,"Monday, October 7, 2019",what.even@gmail.com
1200710,10936906,5300,Closed,On Time,1,0,0,"Wednesday, October 2, 2019",dinesh.ganta@gmail.com
1200710,50196868,5300,Closed,On Time,1,0,0,"Monday, October 28, 2019",jam.adm@gmail.com
1200710,50254894,5300,Closed,On Time,1,0,0,"Tuesday, October 8, 2019",adam.jill@gmail.com
1200710,50254894,5300,Closed,On Time,1,0,0,"Thursday, November 21, 2019",dinesh.venkata@gmail.com
1200710,50254894,5300,Closed,On Time,1,0,0,"Wednesday, December 4, 2019",shimha.ganta@gmail.com
1200710,50254894,5300,Closed,On Time,1,0,0,"Monday, February 3, 2020",king.lot@gmail.com
1200710,50290135,5300,Closed,On Time,1,0,0,"Wednesday, October 16, 2019",what.even@gmail.com
1200710,50290170,5300,Closed,On Time,1,0,0,"Monday, November 4, 2019",dinesh.ganta@gmail.com
1200710,50290217,5300,Closed,On Time,1,0,0,"Thursday, January 30, 2020",jam.adm@gmail.com
1200710,50290237,5300,Closed,On Time,1,0,0,"Tuesday, October 8, 2019",adam.jill@gmail.com
1200710,50290237,5300,Closed,On Time,1,0,0,"Monday, December 23, 2019",dinesh.venkata@gmail.com
1200710,50290269,5300,Closed,On Time,1,0,0,"Wednesday, October 2, 2019",shimha.ganta@gmail.com
1200710,50290269,5300,Closed,On Time,1,0,0,"Tuesday, February 4, 2020",king.lot@gmail.com
1200710,50290279,5300,Closed,On Time,1,0,0,"Tuesday, November 5, 2019",what.even@gmail.com
1200710,50290279,5300,Closed,On Time,1,0,0,"Wednesday, January 22, 2020",dinesh.ganta@gmail.com
1200710,50290283,5300,Closed,On Time,1,0,0,"Thursday, January 2, 2020",jam.adm@gmail.com
1200710,50290283,5300,Closed,On Time,1,0,0,"Monday, February 3, 2020",adam.jill@gmail.com
1200710,50290317,5300,Closed,On Time,1,0,0,"Wednesday, February 5, 2020",dinesh.venkata@gmail.com
1200710,50290390,5300,Closed,On Time,1,0,0,"Monday, October 28, 2019",shimha.ganta@gmail.com
1200710,50290390,5300,Closed,On Time,1,0,0,"Monday, November 4, 2019",king.lot@gmail.com
1200710,50290390,5300,Closed,On Time,1,0,0,"Tuesday, November 5, 2019",what.even@gmail.com
1200710,50290390,5300,Closed,On Time,1,0,0,"Monday, February 3, 2020",dinesh.ganta@gmail.com
1200710,50290398,5300,Closed,On Time,1,0,0,"Monday, December 9, 2019",jam.adm@gmail.com
1200710,50290418,5300,Closed,On Time,1,0,0,"Monday, February 3, 2020",adam.jill@gmail.com
1200710,50290434,5300,Closed,On Time,1,0,0,"Monday, October 14, 2019",dinesh.venkata@gmail.com
1200710,50290446,5300,Closed,On Time,1,0,0,"Tuesday, October 8, 2019",shimha.ganta@gmail.com
1200710,50290446,5300,Closed,On Time,1,0,0,"Monday, December 2, 2019",king.lot@gmail.com
1200710,50290446,5300,Closed,On Time,1,0,0,"Wednesday, February 5, 2020",dinesh.ganta@hotmail.com
1200710,50290469,5300,Closed,On Time,1,0,0,"Tuesday, October 8, 2019",jam.adm@hotmail.com
1200710,50290469,5300,Closed,On Time,1,0,0,"Wednesday, October 23, 2019",adam.jill@hotmail.com
1200710,50290469,5300,Closed,On Time,1,0,0,"Tuesday, November 26, 2019",henry.venkata@hotmail.com
1200710,50290469,5300,Closed,On Time,1,0,0,"Thursday, December 19, 2019",ads.ganta@hotmail.com
1200710,50290469,5300,Closed,On Time,1,0,0,"Friday, December 27, 2019",king.lot@hotmail.com
1200710,50290482,5300,Closed,On Time,1,0,0,"Friday, December 13, 2019",what.even@hotmail.com
1200710,50290482,5300,Closed,On Time,1,0,0,"Monday, February 3, 2020",dinesh.ganta@hotmail.com
1200710,50290557,5300,Closed,On Time,1,0,0,"Thursday, October 24, 2019",jam.adm@hotmail.com
1200710,50290561,5300,Closed,On Time,1,0,0,"Tuesday, October 29, 2019",henry.jill@hotmail.com
1200710,50290570,5300,Closed,On Time,1,0,0,"Wednesday, November 20, 2019",dinesh.henry@hotmail.com
1200710,50301772,5300,Closed,On Time,1,0,0,"Wednesday, October 23, 2019",henry.ganta@hotmail.com
1200710,50301772,5300,Closed,On Time,1,0,0,"Tuesday, November 5, 2019",henry.lot@hotmail.com
1200710,50301772,5300,Closed,On Time,1,0,0,"Tuesday, November 26, 2019",henry.even@hotmail.com
1200710,50301772,5300,Closed,On Time,1,0,0,"Monday, February 3, 2020",dinesh.ganta@hotmail.com
1200710,50307750,5300,Closed,On Time,1,0,0,"Wednesday, October 23, 2019",adsad.adm@hotmail.com
1200710,50309171,5300,Closed,On Time,1,0,0,"Thursday, October 3, 2019",adam.jill@hotmail.com
1200710,50309192,5300,Closed,On Time,1,0,0,"Tuesday, October 29, 2019",dinesh.venkata@hotmail.com
1200710,50309339,5300,Closed,On Time,1,0,0,"Wednesday, October 9, 2019",shimha.ganta@hotmail.com
1200710,50309339,5300,Closed,On Time,1,0,0,"Monday, October 21, 2019",king.lot@hotmail.com
1200710,50309339,5300,Closed,On Time,1,0,0,"Tuesday, October 29, 2019",asdasd.even@hotmail.com
1200710,50311743,5300,Closed,On Time,1,0,0,"Monday, November 25, 2019",dinesh.ganta@hotmail.com
1200710,50317360,5300,Closed,On Time,1,0,0,"Thursday, January 2, 2020",jam.adm@hotmail.com
1200710,50349970,5300,Closed,On Time,1,0,0,"Monday, December 2, 2019",asd.jill@hotmail.com
1200710,50357160,5300,Closed,On Time,1,0,0,"Thursday, December 12, 2019",henry.venkata@hotmail.com
1200710,50357160,5300,Closed,On Time,1,0,0,"Monday, January 6, 2020",shimha.ganta@hotmail.com
1200710,50358297,5300,Closed,On Time,1,0,0,"Thursday, October 3, 2019",king.lot@hotmail.com
1200710,50362137,5300,Closed,On Time,1,0,0,"Monday, October 28, 2019",exhu.wdas@hotmail.com
1200710,50362137,5300,Closed,On Time,1,0,0,"Tuesday, November 26, 2019",dinesh.ganta@hotmail.com
1200710,50385310,5300,Closed,On Time,1,0,0,"Wednesday, October 9, 2019",jam.adm@hotmail.com
1200710,50395893,5300,Closed,On Time,1,0,0,"Thursday, October 17, 2019",adam.jill@hotmail.com
1200710,50397684,5300,Closed,On Time,1,0,0,"Wednesday, December 4, 2019",dinesh.venkata@hotmail.com
1200710,50411012,5300,Closed,On Time,1,0,0,"Wednesday, November 6, 2019",shimha.ganta@hotmail.com
1200710,50411338,5300,Closed,On Time,1,0,0,"Tuesday, October 22, 2019",king.lot@hotmail.com
1200710,50439326,5300,Closed,On Time,1,0,0,"Thursday, January 2, 2020",what.asd@hotmail.com
1200710,50450256,5300,Closed,On Time,1,0,0,"Tuesday, October 8, 2019",dinesh.ganta@hotmail.com
1200710,50450256,5300,Closed,On Time,1,0,0,"Friday, January 3, 2020",jam.adm@hotmail.com
1200710,50450256,5300,Closed,On Time,1,0,0,"Wednesday, February 5, 2020",adam.jill@hotmail.com
1200710,50492145,5300,Closed,On Time,1,0,0,"Tuesday, February 4, 2020",dinesh.venkata@hotmail.com
1200710,50496400,5300,Closed,On Time,1,0,0,"Tuesday, November 19, 2019",shimha.ganta@hotmail.com
1201520,10119636,5300,Closed,On Time,1,0,0,"Monday, December 23, 2019",king.lot@hotmail.com
1201520,10156935,5300,Closed,On Time,1,0,0,"Monday, February 3, 2020",what.even@hotmail.com
1201520,10157844,5300,Closed,On Time,1,0,0,"Wednesday, December 11, 2019",dinesh.ganta@hotmail.com
1201520,10158214,5300,Closed,On Time,1,0,0,"Thursday, January 23, 2020",casad.adm@hotmail.com
1201520,10158214,5300,Closed,On Time,1,0,0,"Wednesday, January 29, 2020",adam.jill@hotmail.com
1201520,10158351,5300,Closed,On Time,1,0,0,"Tuesday, December 17, 2019",dinesh.venkata@hotmail.com
1201520,10158459,5300,Closed,On Time,1,0,0,"Monday, January 27, 2020",shimha.ganta@hotmail.com
1201520,10158565,5300,Closed,On Time,1,0,0,"Wednesday, November 6, 2019",king.lot@hotmail.com
1201520,10158590,5300,Closed,On Time,1,0,0,"Wednesday, October 9, 2019",dinesh.ganta@hotmail.com
1201520,10158900,5300,Closed,On Time,1,0,0,"Monday, October 7, 2019",jam.adm@hotmail.com
1201520,10158900,5300,Closed,On Time,1,0,0,"Wednesday, October 9, 2019",adam.jill@hotmail.com
1201520,10159060,5300,Closed,On Time,1,0,0,"Thursday, January 23, 2020",dinesh.venkata@hotmail.com
1201520,10159098,5300,Closed,On Time,1,0,0,"Monday, October 7, 2019",shimha.ganta@hotmail.com
1201520,10159134,5300,Closed,On Time,1,0,0,"Tuesday, November 12, 2019",king.lot@hotmail.com
1201520,10159134,5300,Closed,On Time,1,0,0,"Thursday, November 21, 2019",what.even@hotmail.com
1201520,10159157,5300,Closed,On Time,1,0,0,"Monday, October 7, 2019",dinesh.ganta@hotmail.com
1201520,10159157,5300,Closed,On Time,1,0,0,"Thursday, November 7, 2019",jam.adm@hotmail.com
1201520,10159157,5300,Closed,On Time,1,0,0,"Thursday, December 12, 2019",adam.jill@hotmail.com
1201520,10159244,5300,Closed,On Time,1,0,0,"Tuesday, November 12, 2019",dinesh.venkata@hotmail.com
1201520,10159244,5300,Closed,On Time,1,0,0,"Thursday, December 12, 2019",shimha.ganta@hotmail.com
1201520,10159245,5300,Closed,On Time,1,0,0,"Thursday, January 2, 2020",king.lot@hotmail.com
1201520,10159255,5300,Closed,On Time,1,0,0,"Wednesday, November 6, 2019",what.even@hotmail.com
1201520,10159415,5300,Closed,On Time,1,0,0,"Thursday, January 2, 2020",dinesh.ganta@hotmail.com
1201520,10159434,5300,Closed,On Time,1,0,0,"Wednesday, February 5, 2020",jam.adm@hotmail.com
1201520,10159440,5300,Closed,On Time,1,0,0,"Thursday, January 16, 2020",adam.jill@hotmail.com
1201520,10159535,5300,Closed,On Time,1,0,0,"Monday, December 2, 2019",dinesh.venkata@hotmail.com
1201520,10159659,5300,Closed,On Time,1,0,0,"Monday, December 16, 2019",shimha.ganta@hotmail.com
1201520,10159683,5300,Closed,On Time,1,0,0,"Monday, January 13, 2020",king.lot@hotmail.com
1201520,10159717,5300,Closed,On Time,1,0,0,"Monday, December 9, 2019",what.even@hotmail.com
1201520,10159870,5300,Closed,On Time,1,0,0,"Monday, January 6, 2020",dinesh.ganta@hotmail.com
1201520,10160029,5300,Closed,On Time,1,0,0,"Thursday, November 14, 2019",jam.adm@hotmail.com
1201520,10160061,5300,Closed,On Time,1,0,0,"Tuesday, January 28, 2020",adam.jill@hotmail.com
1201520,10160091,5300,Closed,On Time,1,0,0,"Monday, January 20, 2020",dinesh.venkata@hotmail.com
1201520,10160108,5300,Closed,On Time,1,0,0,"Monday, February 10, 2020",shimha.ganta@hotmail.com
1201520,10160172,5300,Closed,On Time,1,0,0,"Tuesday, November 26, 2019",king.lot@hotmail.com
1201520,10160185,5300,Closed,On Time,1,0,0,"Monday, October 7, 2019",what.even@hotmail.com
1201520,10160275,5300,Closed,On Time,1,0,0,"Monday, January 27, 2020",dinesh.ganta@hotmail.com
1201520,10160334,5300,Closed,On Time,1,0,0,"Tuesday, January 21, 2020",jam.adm@hotmail.com
1201520,10160352,5300,Closed,On Time,1,0,0,"Monday, December 2, 2019",adam.jill@hotmail.com
1201520,10160352,5300,Closed,On Time,1,0,0,"Thursday, December 26, 2019",dinesh.venkata@hotmail.com
1201520,10160399,5300,Closed,On Time,1,0,0,"Tuesday, October 29, 2019",shimha.ganta@hotmail.com
1201520,10160399,5300,Closed,On Time,1,0,0,"Thursday, December 5, 2019",king.lot@hotmail.com
1201520,10160575,5300,Closed,On Time,1,0,0,"Monday, October 14, 2019",what.even@hotmail.com
1201520,10160604,5300,Closed,On Time,1,0,0,"Monday, January 27, 2020",dinesh.ganta@hotmail.com
1201520,10160621,5300,Closed,On Time,1,0,0,"Wednesday, December 4, 2019",jam.adm@hotmail.com
1201520,10160653,5300,Closed,On Time,1,0,0,"Tuesday, November 19, 2019",adam.jill@hotmail.com
1201520,10160653,5300,Closed,On Time,1,0,0,"Thursday, January 30, 2020",dinesh.venkata@hotmail.com
1201520,10160680,5300,Closed,On Time,1,0,0,"Tuesday, November 26, 2019",shimha.ganta@hotmail.com
1201520,10160748,5300,Closed,On Time,1,0,0,"Tuesday, December 3, 2019",king.lot@hotmail.com
1201520,10160819,5300,Closed,On Time,1,0,0,"Tuesday, November 26, 2019",what.even@hotmail.com
1201520,10160819,5300,Closed,On Time,1,0,0,"Thursday, December 12, 2019",dinesh.ganta@hotmail.com
1201520,10161009,5300,Closed,On Time,1,0,0,"Wednesday, October 2, 2019",jam.adm@hotmail.com
1201520,10161088,5300,Closed,On Time,1,0,0,"Thursday, December 12, 2019",adam.jill@hotmail.com
1201520,10161088,5300,Closed,On Time,1,0,0,"Tuesday, February 4, 2020",dinesh.venkata@hotmail.com
1201520,10161112,5300,Closed,On Time,1,0,0,"Tuesday, October 22, 2019",shimha.ganta@hotmail.com
1201520,10161139,5300,Closed,On Time,1,0,0,"Tuesday, November 26, 2019",king.lot@hotmail.com
1201520,10161139,5300,Closed,On Time,1,0,0,"Thursday, January 23, 2020",dinesh.ganta@jda.com
1201520,10161167,5300,Closed,On Time,1,0,0,"Monday, October 14, 2019",jam.adm@jda.com
1201520,10161167,5300,Closed,On Time,1,0,0,"Wednesday, January 29, 2020",adam.jill@jda.com
1201520,10161274,5300,Closed,On Time,1,0,0,"Thursday, October 17, 2019",dinesh.venkata@jda.com
1201520,10161472,5300,Closed,On Time,1,0,0,"Wednesday, November 6, 2019",shimha.ganta@jda.com
1201520,10161472,5300,Closed,On Time,1,0,0,"Tuesday, November 26, 2019",king.lot@jda.com
1201520,10161472,5300,Closed,On Time,1,0,0,"Monday, January 27, 2020",what.even@jda.com
1201520,10161684,5300,Closed,On Time,1,0,0,"Tuesday, October 15, 2019",dinesh.ganta@jda.com
1201520,10161707,5300,Closed,On Time,1,0,0,"Thursday, January 2, 2020",jam.adm@jda.com
1201520,10161735,5300,Closed,On Time,1,0,0,"Monday, December 16, 2019",adam.jill@jda.com
1201520,10161735,5300,Closed,On Time,1,0,0,"Thursday, December 19, 2019",dinesh.venkata@jda.com
1201520,10161815,5300,Closed,On Time,1,0,0,"Monday, November 11, 2019",shimha.ganta@jda.com
1201520,10161815,5300,Closed,On Time,1,0,0,"Monday, December 9, 2019",king.lot@jda.com
1201520,10161815,5300,Closed,On Time,1,0,0,"Wednesday, January 8, 2020",what.even@jda.com
1201520,10161851,5300,Closed,On Time,1,0,0,"Thursday, December 5, 2019",dinesh.ganta@jda.com
1201520,10161851,5300,Closed,On Time,1,0,0,"Thursday, December 19, 2019",jam.adm@jda.com
1201520,10161909,5300,Closed,On Time,1,0,0,"Monday, November 25, 2019",adam.jill@jda.com
1201520,10162141,5300,Closed,On Time,1,0,0,"Monday, October 21, 2019",dinesh.venkata@jda.com
1201520,10162192,5300,Closed,On Time,1,0,0,"Thursday, October 31, 2019",shimha.ganta@jda.com
1201520,10162292,5300,Closed,On Time,1,0,0,"Wednesday, October 30, 2019",king.lot@jda.com
1201520,10162292,5300,Closed,On Time,1,0,0,"Monday, January 6, 2020",what.even@jda.com
1201520,10162292,5300,Closed,On Time,1,0,0,"Tuesday, January 7, 2020",dinesh.ganta@jda.com
1201520,10162635,5300,Closed,On Time,1,0,0,"Monday, November 25, 2019",jam.adm@jda.com
1201520,10163105,5300,Closed,On Time,1,0,0,"Monday, October 14, 2019",adam.jill@jda.com
1201520,10163105,5300,Closed,On Time,1,0,0,"Thursday, December 12, 2019",dinesh.venkata@jda.com
1201520,10163121,5300,Closed,On Time,1,0,0,"Monday, December 9, 2019",shimha.ganta@jda.com
1201520,10163121,5300,Closed,On Time,1,0,0,"Wednesday, January 15, 2020",king.lot@jda.com
1201520,10163283,5300,Closed,On Time,1,0,0,"Tuesday, November 26, 2019",what.even@jda.com
1201520,10163314,5300,Closed,On Time,1,0,0,"Monday, October 7, 2019",dinesh.ganta@jda.com
1201520,10163314,5300,Closed,On Time,1,0,0,"Monday, November 18, 2019",jam.adm@jda.com
1201520,10163314,5300,Closed,On Time,1,0,0,"Wednesday, February 5, 2020",adam.jill@jda.com
1201520,10163422,5300,Closed,On Time,1,0,0,"Tuesday, December 31, 2019",dinesh.venkata@jda.com
1201520,10163422,5300,Closed,On Time,1,0,0,"Wednesday, January 22, 2020",shimha.ganta@jda.com
1201520,10169978,5300,Closed,On Time,1,0,0,"Monday, October 28, 2019",king.lot@jda.com
1201520,10169978,5300,Closed,On Time,1,0,0,"Tuesday, December 3, 2019",what.even@jda.com
1201520,10170493,5300,Closed,On Time,1,0,0,"Monday, December 9, 2019",dinesh.ganta@jda.com
1201520,10170493,5300,Closed,On Time,1,0,0,"Monday, January 20, 2020",jam.adm@jda.com
1201520,10170808,5300,Closed,On Time,1,0,0,"Monday, November 11, 2019",adam.jill@jda.com
1201520,10170808,5300,Closed,On Time,1,0,0,"Monday, December 2, 2019",dinesh.venkata@jda.com
1201520,10170808,5300,Closed,On Time,1,0,0,"Monday, February 3, 2020",shimha.ganta@jda.com
1201520,10171444,5300,Closed,On Time,1,0,0,"Wednesday, October 2, 2019",king.lot@jda.com
1201520,10171444,5300,Closed,On Time,1,0,0,"Thursday, January 23, 2020",what.even@jda.com
1201520,10171472,5300,Closed,On Time,1,0,0,"Wednesday, October 2, 2019",dinesh.ganta@jda.com
1201520,10171642,5300,Closed,On Time,1,0,0,"Wednesday, October 9, 2019",jam.adm@jda.com
1201520,10171642,5300,Closed,On Time,1,0,0,"Monday, February 10, 2020",adam.jill@jda.com
1201520,10171653,5300,Closed,On Time,1,0,0,"Monday, October 14, 2019",dinesh.venkata@jda.com
1201520,10171653,5300,Closed,On Time,1,0,0,"Tuesday, December 3, 2019",shimha.ganta@jda.com
1201520,10171684,5300,Closed,On Time,1,0,0,"Monday, December 23, 2019",king.lot@jda.com
1201520,10171684,5300,Closed,On Time,1,0,0,"Monday, December 30, 2019",what.even@jda.com
1201520,10171731,5300,Closed,On Time,1,0,0,"Thursday, October 24, 2019",dinesh.ganta@jda.com
1201520,10171745,5300,Closed,On Time,1,0,0,"Monday, October 28, 2019",jam.adm@jda.com
1201520,10172120,5300,Closed,On Time,1,0,0,"Monday, October 14, 2019",adam.jill@jda.com
1201520,10172120,5300,Closed,On Time,1,0,0,"Monday, November 4, 2019",dinesh.venkata@jda.com
1201520,10172120,5300,Closed,On Time,1,0,0,"Thursday, December 26, 2019",shimha.ganta@jda.com
1201520,10172344,5300,Closed,On Time,1,0,0,"Monday, December 2, 2019",king.lot@jda.com
1201520,10173119,5300,Closed,On Time,1,0,0,"Monday, December 30, 2019",what.even@jda.com
1201520,10173275,5300,Closed,On Time,1,0,0,"Monday, February 10, 2020",dinesh.ganta@jda.com
1201520,10175950,5300,Closed,On Time,1,0,0,"Monday, December 2, 2019",jam.adm@jda.com
1201520,10176034,5300,Closed,On Time,1,0,0,"Monday, December 30, 2019",adam.jill@jda.com
1201520,10176034,5300,Closed,On Time,1,0,0,"Tuesday, February 4, 2020",dinesh.venkata@jda.com
1201520,10176048,5300,Closed,On Time,1,0,0,"Monday, December 2, 2019",shimha.ganta@jda.com
1201520,10176077,5300,Closed,On Time,1,0,0,"Tuesday, October 22, 2019",king.lot@jda.com
1201520,10176091,5300,Closed,On Time,1,0,0,"Tuesday, December 10, 2019",what.even@jda.com
1201520,10176091,5300,Closed,On Time,1,0,0,"Wednesday, January 15, 2020",dinesh.ganta@jda.com
1201520,10176097,5300,Closed,On Time,1,0,0,"Monday, October 7, 2019",jam.adm@jda.com
1201520,10176115,5300,Closed,On Time,1,0,0,"Monday, January 20, 2020",adam.jill@jda.com
1201520,10176119,5300,Closed,On Time,1,0,0,"Tuesday, October 15, 2019",dinesh.venkata@jda.com
1201520,10176119,5300,Closed,On Time,1,0,0,"Wednesday, December 11, 2019",shimha.ganta@jda.com
1201520,10176161,5300,Closed,On Time,1,0,0,"Monday, October 7, 2019",king.lot@jda.com
1201520,10176161,5300,Closed,On Time,1,0,0,"Thursday, December 19, 2019",what.even@jda.com
1201520,10176161,5300,Closed,On Time,1,0,0,"Thursday, December 26, 2019",dinesh.ganta@jda.com
1201520,10176288,5300,Closed,On Time,1,0,0,"Wednesday, October 30, 2019",jam.adm@jda.com
1201520,10176288,5300,Closed,On Time,1,0,0,"Wednesday, January 22, 2020",adam.jill@jda.com
1201520,10176288,5300,Closed,On Time,1,0,0,"Wednesday, February 5, 2020",dinesh.venkata@jda.com
1201520,10176422,5300,Closed,On Time,1,0,0,"Thursday, November 7, 2019",shimha.ganta@jda.com
1201520,10176466,5300,Closed,On Time,1,0,0,"Wednesday, October 9, 2019",king.lot@jda.com
1201520,10176512,5300,Closed,On Time,1,0,0,"Monday, January 20, 2020",what.even@jda.com
1201520,10176628,5300,Closed,On Time,1,0,0,"Thursday, October 31, 2019",dinesh.ganta@jda.com
1201520,10176628,5300,Closed,On Time,1,0,0,"Monday, December 23, 2019",jam.adm@jda.com
1201520,10176675,5300,Closed,On Time,1,0,0,"Wednesday, October 9, 2019",adam.jill@jda.com
